"dcterms:identifier";"aorum:gildingGenericTerm";"aorum:gildingSpecificTerm";"aorum:gildingTechnique";"dcterms:spatial";"aorum:harmonise";"aorum:incertitude";"aorum:spatialharmonise";"aorum:spatialincertitude"
"SEm1518AAlGNM";"Attribut";"Attribut guerrier";"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1518AAlGNM";"Cadre";;"Or-parti";"Pays germaniques";"Or-parti";0;"Pays germaniques";0
"SEm1520AAlGNM01";"Attribut religieux";"Nimbe";"Mixtion (retouches or coquille)";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1520AAlGNM02";"Attribut religieux";"Nimbe";"Mixtion (retouches or coquille)";"Pays germaniques";"Coquille";0;"Pays germaniques";0
"SEm1520AAlGNM01";"Vêtement (?)";;"Mixtion (retouches or coquille)";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1520AAlGNM02";"Vêtement (?)";;"Mixtion (retouches or coquille)";"Pays germaniques";"Coquille";0;"Pays germaniques";0
"SEm1520AAlGNM01";"Accessoire";;"Mixtion (retouches or coquille)";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1520AAlGNM02";"Accessoire";;"Mixtion (retouches or coquille)";"Pays germaniques";"Coquille";0;"Pays germaniques";0
"SEm1520AAlGNM02";"Attribut religieux";"Nimbe";"Mixtion (retouches or coquille)";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1520AAlGNM03";"Attribut religieux";"Nimbe";"Mixtion (retouches or coquille)";"Pays germaniques";"Coquille";0;"Pays germaniques";0
"SEm1520AAlGNM02";"Lumière";;"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1520AAlGNM02";"Lumière";;"Mixtion (retouches or coquille)";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1520AAlGNM03";"Lumière";;"Mixtion (retouches or coquille)";"Pays germaniques";"Coquille";0;"Pays germaniques";0
"SEm1520AAlGNM03";"Attribut religieux";"Nimbe";"Mixtion (retouches or coquille)";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1520AAlGNM04";"Attribut religieux";"Nimbe";"Mixtion (retouches or coquille)";"Pays germaniques";"Coquille";0;"Pays germaniques";0
"SEm1515MRSbGNM01";"Attribut religieux";"Nimbe";"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1515MRSbGNM01";"Parure";"Bijou";"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1515MRSbGNM01";"Objet";"Orfèvrerie";"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1515MRSbGNM01";"Fond d'or";;"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1515MRSbGNM02";"Attribut religieux";"Nimbe";"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1515MRSbGNM02";"Parure";"Bijou";"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1515MRSbGNM02";"Attribut";"Regalia";"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1515MRSbGNM02";"Fond d'or";;"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1522BBeGNM01";"Fond d'or";;"Or bruni sur bol rouge";"Pays germaniques";"Or bruni sur bol rouge";0;"Pays germaniques";0
"SEm1522BBeGNM00";"Décor";"Architecture";"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1522BBeGNM01";"Décor";"Architecture";"Glacis";"Pays germaniques";"Glacis";0;"Pays germaniques";0
"SEm1522BBeGNM00";"Ornements";;"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1522BBeGNM01";"Ornements";;"Glacis";"Pays germaniques";"Glacis";0;"Pays germaniques";0
"SEm1522BBeGNM01";"Vêtement";"Brocart";"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1522BBeGNM02";"Vêtement";"Brocart";"Glacis";"Pays germaniques";"Glacis";0;"Pays germaniques";0
"SEm1522BBeGNM02";"Fond d'or";;"Or bruni sur bol rouge";"Pays germaniques";"Or bruni sur bol rouge";0;"Pays germaniques";0
"SEm1522BBeGNM02";"Décor";"Architecture";"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1522BBeGNM03";"Décor";"Architecture";"Glacis";"Pays germaniques";"Glacis";0;"Pays germaniques";0
"SEm1522BBeGNM02";"Parure";"Bijou";"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
"SEm1522BBeGNM03";"Parure";"Bijou";"Glacis";"Pays germaniques";"Glacis";0;"Pays germaniques";0
"CH1480MOeBDiBA01";"Fond d'or";;"Sur bol rouge, poinçonné";"Confédération helvétique";"Sur bol rouge, poinçonné";0;"Confédération helvétique";0
"CH1480MOeBDiBA01";"Attribut religieux";"Nimbe";"Sur bol rouge, poinçonné";"Confédération helvétique";"Sur bol rouge, poinçonné";0;"Confédération helvétique";0
"CH1480MOeBDiBA01";"Objet";"Orfèvrerie";"Sur bol rouge, surpeints opaques";"Confédération helvétique";"Sur bol rouge, surpeints opaques";0;"Confédération helvétique";0
"CH1480MOeBDiBA01";"Attribut";"Regalia";"Sur bol rouge, surpeints opaques";"Confédération helvétique";"Sur bol rouge, surpeints opaques";0;"Confédération helvétique";0
"CH1480MOeBDiBA01";"Vêtement";"Brocart";"Brocarts";"Confédération helvétique";"Brocarts";0;"Confédération helvétique";0
"CH1516AnoDiBA01A";"Attribut religieux";"Nimbe";"Mixtion? ss couche rouge";"Confédération helvétique";"Mixtion ss couche rouge";1;"Confédération helvétique";0
"CH1516AnoDiBA01B";"Attribut religieux";"Nimbe";"Mixtion? ss couche rouge";"Confédération helvétique";"Mixtion ss couche rouge";1;"Confédération helvétique";0
"CH1516AnoDiBA01B";"Orbe";;"Mixtion sur ss couche rouge + surpeint noir";"Confédération helvétique";"Mixtion sur ss couche rouge + surpeint noir";0;"Confédération helvétique";0
"CH1480MOeBDiBA02A";"Attribut religieux";"Nimbe";"Mixtion? sur ss couche blanchâtre";"Confédération helvétique";"Mixtion sur ss couche blanchâtre";1;"Confédération helvétique";0
"CH1480MOeBDiBA02B";"Attribut religieux";"Nimbe";"Mixtion? sur ss couche blanchâtre";"Confédération helvétique";"Mixtion sur ss couche blanchâtre";1;"Confédération helvétique";0
"CH1480MOeBDiBA02C";"Fond d'or";;"Sur bol rouge";"Confédération helvétique";"Sur bol rouge";0;"Confédération helvétique";0
"CH1480MOeBDiBA02C";"Attribut religieux";"Nimbe";"Sur bol rouge";"Confédération helvétique";"Sur bol rouge";0;"Confédération helvétique";0
"CH1480MOeBDiBA02D";"Fond d'or";;"Sur bol rouge";"Confédération helvétique";"Sur bol rouge";0;"Confédération helvétique";0
"CH1480MOeBDiBA02D";"Attribut religieux";"Nimbe";"Sur bol rouge";"Confédération helvétique";"Sur bol rouge";0;"Confédération helvétique";0
"CH1480MOeBDiBA03A";"Fond d'or";;"Sur bol rouge, poinçonné";"Confédération helvétique";"Sur bol rouge, poinçonné";0;"Confédération helvétique";0
"CH1480MOeBDiBA03A";"Attribut religieux";"Nimbe";"Sur bol rouge, incisé";"Confédération helvétique";"Sur bol rouge, incisé";0;"Confédération helvétique";0
"CH1480MOeBDiBA03A";"Objet";"Orfèvrerie";"Sur bol rouge avec surpeint noir et gris";"Confédération helvétique";"Sur bol rouge avec surpeint noir et gris";0;"Confédération helvétique";0
"CH1480MOeBDiBA03B";"Fond d'or";;"Sur bol rouge, poinçonné";"Confédération helvétique";"Sur bol rouge, poinçonné";0;"Confédération helvétique";0
"CH1480MOeBDiBA03B";"Attribut religieux";"Nimbe";"Feuille sur mixtion";"Confédération helvétique";"Feuille";0;"Confédération helvétique";0
"CH1480MOeBDiBA03B";"Attribut religieux";"Nimbe";"Feuille sur mixtion";"Confédération helvétique";"Mixtion";0;"Confédération helvétique";0
"CH1480MOeBDiBA03B";"Attribut religieux";"Nimbe";"Sur bol rouge, incisé";"Confédération helvétique";"Sur bol rouge, incisé";0;"Confédération helvétique";0
"CH1480MOeBDiBA03B";"Objet";"Orfèvrerie";"Sur bol rouge avec surpeint noir et gris";"Confédération helvétique";"Sur bol rouge avec surpeint noir et gris";0;"Confédération helvétique";0
"Fra1500AnoDiBA01";"Attribut religieux";"Nimbe";"Sur bol rouge, poinçonné";"Royaume de France";"Sur bol rouge, poinçonné";0;"Royaume de France";0
"Fra1500AnoDiBA01";"Objet";"Orfèvrerie";"Sur bol rouge, poinçonné";"Royaume de France";"Sur bol rouge, poinçonné";0;"Royaume de France";0
"Fra1500AnoDiBA01";"Vêtement";"Brocart";;"Royaume de France";;0;"Royaume de France";0
"Ita1480VFoDiBA";"Décor";"Architecture";"Mixtion? avec glacis et surpeint noir";"Péninsule italienne";"Mixtion avec glacis et surpeint noir";1;"Péninsule italienne";0
"Ita1480VFoDiBA";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1480VFoDiBA";"Être vivant";"Animal";"Mixtion? avec glacis et surpeint noir";"Péninsule italienne";"Mixtion avec glacis et surpeint noir";1;"Péninsule italienne";0
"Fra155XAnoDiBA";"Fond d'or";;"Mixtion (?)";"Royaume de France";"Mixtion";1;"Royaume de France";0
"Fra155XAnoDiBA";"Inscription";"Chrysographie";"Mixtion (?)";"Royaume de France";"Mixtion";1;"Royaume de France";0
"Fra155XAnoDiBA";"Attribut";"Attribut guerrier";"Mixtion (?)";"Royaume de France";"Mixtion";1;"Royaume de France";0
"Fra155XAnoDiBA";"Parure";"Bijou";"Mixtion (?)";"Royaume de France";"Mixtion";1;"Royaume de France";0
"Ita1500BramRijks01";"Attribut religieux";"Nimbe";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1510LMaRijks01";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1510LMaRijks01";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1490LCoRijks01";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1490LCoRijks01";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1485SellRijks01";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1485SellRijks01";"Lumière";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1485SellRijks01";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1485SellRijks01";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1470ZagaRijks01";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1515GaroRijks01";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1525GFerrRijks01";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1525GFerrRijks01";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Esp1475AnoRijks01";;;;"Espagne";;0;"Espagne";0
"SEm1490AnoRijks01";;;;"Pays germaniques";;0;"Pays germaniques";0
"PBa1557AnoRijks01";;;;"Pays-Bas (XVIᵉ s)";;0;"Pays-Bas (XVIᵉ s)";0
"PBa1500MPerrRijks01";;;;"Pays-Bas (XVIᵉ s)";;0;"Pays-Bas (XVIᵉ s)";0
"Ita1535GaroRijks01";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"SEm1480MLUrsRijks01";;;;"Pays germaniques";;0;"Pays germaniques";0
"Ita1512CimaRijks01";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1512CimaRijks01";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"SEm1500AnoRijks01";;;;"Pays germaniques";;0;"Pays germaniques";0
"SEm1475GleisRijks";;;;"Pays germaniques";;0;"Pays germaniques";0
"SEm1500AnoRijks02";"Parure";"Bijou";"Mixtion (?)";"Pays germaniques";"Mixtion";1;"Pays germaniques";0
"SEm1500AnoRijks02";"Fond d'or";;"Mixtion (?)";"Pays germaniques";"Mixtion";1;"Pays germaniques";0
"Ita1480MAlleRijks01";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1481VCriRijks01";;;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AmBRijks01";;;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1490MacrRijks01";;;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1525PordRijks01";;;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1510MFogoRijks01";;;;"Péninsule italienne";;0;"Péninsule italienne";0
"PU1609AnoRijks01";;;;"Provinces-Unies";;0;"Provinces-Unies";0
"PU1627vBorcRijks";;;;"Provinces-Unies";;0;"Provinces-Unies";0
"PBE1610FF2Rijks";;;;"Pays-Bas espagnols (XVIIᵉ s)";;0;"Pays-Bas espagnols (XVIIᵉ s)";0
"PBE1616FF2Rijks";;;;"Pays-Bas espagnols (XVIIᵉ s)";;0;"Pays-Bas espagnols (XVIIᵉ s)";0
"PBa1600BosRijks";;;;"Pays-Bas (XVIᵉ s)";;0;"Pays-Bas (XVIᵉ s)";0
"Ita1498FraBSMarc";"Inscription";"Chrysographie";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1500AnoSMarc";"Décor";"Architecture";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1500AnoSMarc";"Décor";"Sculpture";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1463AMaOff";"Décor";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1463AMaOff";"Décor";"Architecture";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1463AMaOff";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1463AMaOff";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1463AMaOff";"Être surnaturel";"Ange";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1463AMaOff";"Lumière";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1463AMaOff";"Objet";"Orfèvrerie";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1475VerroetLeoVOff";"Attribut religieux";"Nimbe";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1475VerroetLeoVOff";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1475VerroetLeoVOff";"Lumière";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1475VerroetLeoVOff";"Objet";"Orfèvrerie";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1472LeoVOff";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1472LeoVOff";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1472LeoVOff";"Être surnaturel";"Ange";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1478FnoLiOff";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1478FnoLiOff";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1493FnoLiOff";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1496FnoLiOff";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1496FnoLiOff";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1495SBottOff1";"Décor";"Sculpture";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1495SBottOff1";"Attribut";"Regalia";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1495SBottOff1";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1495SBottOff1";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1495SBottOff1";"Être humain";"Cheveux";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1485SBottOff";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1485SBottOff";"Végétation";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1485SBottOff";"Être humain";"Cheveux";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1485SBottOff";"Être humain";"Anatomie";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1485SBottOff";"Autre";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1487SBottOff";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1487SBottOff";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1487SBottOff";"Attribut religieux";"Gloire";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1487SBottOff";"Lumière";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1487SBottOff";"Être surnaturel";"Ange";"Coquille ?";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1488SBottOff";"Vêtement";"Orfroi";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1488SBottOff";"Attribut religieux";"Gloire";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1488SBottOff";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1489SBottOff";"Attribut religieux";"Nimbe";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1489SBottOff";"Vêtement";"Orfroi";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1489SBottOff";"Accessoire";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1489SBottOff";"Objet";"Livre";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1490PredisOff";"Vêtement";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1492PerOff1";"Attribut religieux";"Attribut d'un saint";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1492PerOff1";"Lumière";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1492PerOff1";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1492PerOff1";"Attribut religieux";"Nimbe";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1492PerOff1";"Objet";"Livre";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1493PerOff";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1493PerOff";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1500PalmOff";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1500MemOff";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1500MemOff";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1495LdCOff";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1495LdCOff";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1505LdCOff1";"Attribut religieux";"Nimbe";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1505FMainOff";"Attribut religieux";"Nimbe";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1485SignoOff";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1485SignoOff";"Objet";"Livre";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1510SignoOff1";"Attribut";"Attribut clérical";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1510SignoOff1";"Vêtement";"Orfroi";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1510AnoOff";"Attribut religieux";"Nimbe";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1510AnoOff";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1503RaphOff01";"Vêtement";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1518RaphOff";"Lumière";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1510BrescOff";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1510BrescOff";"Objet";"Orfèvrerie";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1510BrescOff";"Vêtement";"Orfroi";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1510AdSOff";"Objet";"Orfèvrerie";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1515AdSOff";"Parure";"Bijou";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1513IndacOff";"Vêtement";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1515GranOff";"Vêtement";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1515GranOff";"Accessoire";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1517GranOff";"Attribut";"Attribut guerrier";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1517GranOff";"Autre";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1510BugiaOff1";"Attribut religieux";"Nimbe";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1510BugiaOff1";"Vêtement";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1510BugiaOff1";"Lumière";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1510BugiaOff1";"Parure";"Bijou";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1510BugiaOff1";"Objet";"Livre";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1517BacchOff";"Attribut religieux";"Nimbe";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1515PuliOff";"Vêtement";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1515PuliOff";"Ornements";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1515PuliOff";"Parure";"Bijou";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1522LeonbrOff";"Attribut";"Attribut guerrier";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1512PiombOff";"Parure";"Bijou";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1512PiombOff";"Vêtement";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1512PiombOff";"Inscription";"Chrysographie";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1474MAlbChaBA";"Tissu";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1474MAlbChaBA";"Fond d'or";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1474MAlbChaBA";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1459GBelCollP";"Fond d'or";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1459GBelCollP";"Vêtement (?)";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1450GCozLMdPP";"Accessoire";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1616CDoMarBA";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1460DGhiLou";"Attribut religieux";"Nimbe (?)";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1460DGhiLou";"Vêtement (?)";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1460DGhiLou";"Être surnaturel";"Ange";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1460DGhiLou";"Attribut religieux";"Attribut d'un saint (?)";;"Péninsule italienne";;0;"Péninsule italienne";0
"PBa1450MdRedPra03";"Décor";"Architecture";"Mixtion (?)";"Pays-Bas (XVIᵉ s)";"Mixtion";1;"Pays-Bas (XVIᵉ s)";0
"PBa1450MdRedPra03";"Fond d'or";;"Mixtion (?)";"Pays-Bas (XVIᵉ s)";"Mixtion";1;"Pays-Bas (XVIᵉ s)";0
"Esp1445NFrancPra";"Fond d'or";;"Sur bol (?)";"Espagne";"Bol";1;"Espagne";0
"Esp1445NFrancPra";"Attribut religieux";"Nimbe";"Sur bol (?)";"Espagne";"Bol";1;"Espagne";0
"Ita1517GRoGFPenPra";"Attribut religieux";"Nimbe";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1517GRoGFPenPra";"Inscription";"Chrysographie";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"PBa1520JBeerEco";"Attribut religieux";"Nimbe";"Mixtion (?)";"Pays-Bas (XVIᵉ s)";"Mixtion";1;"Pays-Bas (XVIᵉ s)";0
"Ita1506MdOgEco";"Attribut religieux";"Nimbe";"Poudre d'or sur mixtion ?";"Péninsule italienne";"Poudre d'or sur mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco01";"Attribut";"Attribut guerrier";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
