lambda_nm;Rnorm_eprouvette_2_detrempe_pt1_bruni_non-verni_tot;DR_eprouvette_2_detrempe_pt1_bruni_non-verni_tot;Rnorm_eprouvette_2_detrempe_pt2_bruni_verni_tot;DR_eprouvette_2_detrempe_pt2_bruni_verni_tot;Rnorm_eprouvette_2_detrempe_pt3_non-bruni_non-verni_tot;DR_eprouvette_2_detrempe_pt3_non-bruni_non-verni_tot;Rnorm_eprouvette_2_detrempe_pt4_non-bruni_verni_tot;DR_eprouvette_2_detrempe_pt4_non-bruni_verni_tot;Rnorm_eprouvette_3_detrempe_pt1_bruni_non-verni_tot;DR_eprouvette_3_detrempe_pt1_bruni_non-verni_tot;Rnorm_eprouvette_3_detrempe_pt2_bruni_verni_tot;DR_eprouvette_3_detrempe_pt2_bruni_verni_tot;Rnorm_eprouvette_5_mixtion_pt1_tot;DR_eprouvette_5_mixtion_pt1_tot;Rnorm_eprouvette_6_coquille_pt1_liant_verni_tot;DR_eprouvette_6_coquille_pt1_liant_verni_tot;Rnorm_eprouvette_6_coquille_pt2_liant_eau_tot;DR_eprouvette_6_coquille_pt2_liant_eau_tot
705,1;53,1605;0,0365644;48,0648;0,0355648;5,8219;0,00200118;6,46201;0,00228084;20,4862;0,0111204;12,5702;0,0092407;19,3167;0,00928778;2,31697;0,00122567;2,44874;0,00134773
705,2;53,1646;0,0365849;48,0692;0,0355689;5,82213;0,00199413;6,46225;0,00227383;20,4874;0,0111197;12,5712;0,00923821;19,3178;0,00929137;2,31709;0,00122233;2,44889;0,00134972
705,3;53,1687;0,036605;48,0735;0,0355684;5,82236;0,00198652;6,46248;0,00226634;20,4887;0,0111181;12,5722;0,00923482;19,3188;0,00929375;2,3172;0,00121861;2,44904;0,00135156
705,4;53,1727;0,036624;48,078;0,0355617;5,82258;0,00197844;6,4627;0,00225846;20,49;0,0111157;12,5732;0,00923065;19,3199;0,00929529;2,31732;0,00121462;2,44919;0,00135328
705,5;53,1767;0,0366414;48,0824;0,0355474;5,8228;0,00197;6,46292;0,00225034;20,4912;0,0111126;12,5743;0,00922582;19,321;0,0092964;2,31743;0,00121049;2,44934;0,00135489
705,6;53,1806;0,0366566;48,0869;0,0355242;5,82302;0,00196133;6,46314;0,00224207;20,4925;0,0111091;12,5753;0,00922045;19,3221;0,00929747;2,31755;0,00120633;2,44949;0,00135641
705,7;53,1846;0,036669;48,0914;0,0354904;5,82324;0,00195251;6,46336;0,00223378;20,4938;0,0111052;12,5763;0,00921467;19,3232;0,00929888;2,31766;0,00120226;2,44964;0,00135788
705,8;53,1884;0,036678;48,0959;0,0354448;5,82345;0,00194367;6,46357;0,00222559;20,4951;0,0111011;12,5773;0,0092086;19,3243;0,00930105;2,31778;0,00119839;2,44979;0,0013593
705,9;53,1922;0,036683;48,1004;0,0353858;5,82366;0,00193492;6,46379;0,00221761;20,4963;0,0110971;12,5783;0,00920236;19,3254;0,00930434;2,3179;0,00119485;2,44994;0,0013607
706;53,196;0,0366833;48,1048;0,035312;5,82386;0,00192636;6,464;0,00220997;20,4976;0,0110932;12,5793;0,00919607;19,3265;0,00930917;2,31802;0,00119175;2,45009;0,0013621
706,1;53,1997;0,0366787;48,1092;0,0352224;5,82406;0,00191809;6,46421;0,00220276;20,4989;0,0110897;12,5802;0,00918985;19,3276;0,00931588;2,31813;0,00118919;2,45024;0,00136352
706,2;53,2034;0,0366697;48,1135;0,035118;5,82426;0,0019102;6,46442;0,00219609;20,5001;0,0110868;12,5812;0,00918382;19,3286;0,0093246;2,31825;0,00118722;2,45039;0,00136498
706,3;53,207;0,0366576;48,1178;0,0350019;5,82445;0,00190274;6,46463;0,00219001;20,5013;0,0110852;12,5822;0,00917808;19,3297;0,00933526;2,31837;0,00118582;2,45054;0,00136649
706,4;53,2106;0,0366443;48,1221;0,0348777;5,82464;0,00189574;6,46483;0,00218456;20,5026;0,0110853;12,5831;0,00917271;19,3307;0,00934772;2,3185;0,00118495;2,45069;0,00136804
706,5;53,214;0,0366313;48,1262;0,0347489;5,82482;0,00188927;6,46504;0,00217981;20,5038;0,0110876;12,5841;0,00916783;19,3317;0,00936185;2,31862;0,0011846;2,45083;0,00136964
706,6;53,2175;0,0366204;48,1303;0,0346189;5,825;0,00188336;6,46525;0,0021758;20,505;0,0110928;12,585;0,00916352;19,3327;0,00937754;2,31874;0,00118472;2,45098;0,00137131
706,7;53,2208;0,0366131;48,1343;0,0344913;5,82518;0,00187806;6,46546;0,00217259;20,5061;0,0111012;12,5859;0,00915989;19,3337;0,00939466;2,31886;0,00118529;2,45112;0,00137305
706,8;53,2241;0,0366113;48,1383;0,0343696;5,82535;0,00187341;6,46568;0,00217023;20,5073;0,0111135;12,5868;0,00915703;19,3346;0,00941308;2,31899;0,00118627;2,45127;0,00137487
706,9;53,2273;0,0366165;48,1421;0,0342573;5,82551;0,00186947;6,46589;0,00216877;20,5084;0,0111302;12,5877;0,00915504;19,3356;0,00943267;2,31911;0,00118763;2,45141;0,00137676
707;53,2305;0,0366304;48,1458;0,0341579;5,82568;0,00186627;6,46611;0,00216827;20,5096;0,0111518;12,5886;0,00915402;19,3365;0,00945332;2,31924;0,00118935;2,45155;0,00137875
707,1;53,2335;0,0366544;48,1494;0,0340745;5,82584;0,00186385;6,46632;0,00216876;20,5107;0,0111787;12,5894;0,00915404;19,3374;0,00947487;2,31937;0,00119139;2,45169;0,00138083
707,2;53,2365;0,0366878;48,153;0,0340073;5,82599;0,00186213;6,46654;0,00217016;20,5118;0,0112108;12,5903;0,00915499;19,3383;0,00949712;2,31949;0,0011937;2,45184;0,00138298
707,3;53,2394;0,0367283;48,1564;0,033954;5,82614;0,00186094;6,46676;0,00217232;20,5129;0,0112473;12,5911;0,00915663;19,3391;0,00951981;2,31962;0,00119622;2,45197;0,00138516
707,4;53,2423;0,0367731;48,1597;0,0339117;5,82629;0,00186009;6,46698;0,00217504;20,5139;0,0112873;12,5919;0,00915868;19,34;0,00954264;2,31975;0,0011989;2,45211;0,00138734
707,5;53,2451;0,0368194;48,163;0,0338775;5,82644;0,0018594;6,46719;0,00217813;20,515;0,01133;12,5927;0,00916085;19,3408;0,00956532;2,31988;0,00120168;2,45225;0,00138947
707,6;53,248;0,0368644;48,1662;0,0338486;5,82659;0,00185867;6,46741;0,00218142;20,516;0,0113746;12,5935;0,00916286;19,3416;0,00958757;2,32001;0,00120448;2,45239;0,00139151
707,7;53,2508;0,0369054;48,1693;0,0338221;5,82673;0,00185771;6,46762;0,0021847;20,517;0,0114202;12,5943;0,00916443;19,3425;0,0096091;2,32014;0,00120726;2,45252;0,00139342
707,8;53,2536;0,0369396;48,1724;0,033795;5,82688;0,00185633;6,46782;0,0021878;20,518;0,0114659;12,5951;0,00916526;19,3433;0,00962963;2,32027;0,00120995;2,45266;0,00139515
707,9;53,2565;0,0369641;48,1754;0,0337645;5,82702;0,00185435;6,46802;0,00219052;20,519;0,0115109;12,5959;0,00916509;19,3441;0,00964886;2,3204;0,00121249;2,4528;0,00139666
708;53,2593;0,0369763;48,1784;0,0337278;5,82716;0,00185157;6,46821;0,00219267;20,52;0,0115544;12,5967;0,00916362;19,3449;0,0096665;2,32053;0,00121482;2,45293;0,00139791
708,1;53,2623;0,0369737;48,1813;0,0336822;5,82731;0,00184783;6,4684;0,00219409;20,521;0,0115954;12,5974;0,0091606;19,3458;0,00968231;2,32066;0,00121689;2,45307;0,00139887
708,2;53,2652;0,0369552;48,1843;0,0336261;5,82745;0,00184306;6,46858;0,00219469;20,5219;0,0116336;12,5982;0,00915591;19,3466;0,00969616;2,32079;0,00121868;2,4532;0,00139952
708,3;53,2682;0,0369214;48,1872;0,0335595;5,8276;0,00183733;6,46875;0,0021945;20,5229;0,0116688;12,599;0,00914957;19,3474;0,00970805;2,32092;0,00122021;2,45333;0,00139987
708,4;53,2713;0,0368733;48,19;0,0334821;5,82774;0,00183069;6,46892;0,00219355;20,5238;0,0117008;12,5998;0,00914163;19,3483;0,00971803;2,32105;0,00122152;2,45347;0,00139995
708,5;53,2744;0,0368115;48,1929;0,033394;5,82789;0,00182323;6,46909;0,00219186;20,5248;0,0117296;12,6006;0,00913212;19,3491;0,00972614;2,32118;0,00122264;2,4536;0,00139976
708,6;53,2775;0,0367369;48,1958;0,0332951;5,82804;0,00181502;6,46925;0,00218947;20,5258;0,011755;12,6014;0,0091211;19,3499;0,00973243;2,3213;0,00122359;2,45374;0,00139933
708,7;53,2807;0,0366504;48,1987;0,0331853;5,82819;0,00180613;6,46942;0,00218641;20,5268;0,011777;12,6022;0,00910862;19,3508;0,00973692;2,32143;0,00122441;2,45387;0,00139868
708,8;53,2839;0,0365529;48,2016;0,0330648;5,82834;0,00179664;6,46958;0,00218272;20,5277;0,0117954;12,603;0,00909471;19,3517;0,00973967;2,32156;0,00122513;2,454;0,00139782
708,9;53,2872;0,0364451;48,2045;0,0329333;5,8285;0,00178662;6,46975;0,00217843;20,5287;0,0118101;12,6038;0,00907943;19,3525;0,00974071;2,32168;0,00122578;2,45414;0,00139676
709;53,2906;0,0363279;48,2074;0,0327908;5,82866;0,00177613;6,46992;0,00217357;20,5297;0,0118211;12,6047;0,00906282;19,3534;0,00974008;2,32181;0,00122639;2,45427;0,00139554
709,1;53,2939;0,0362023;48,2104;0,0326374;5,82882;0,00176526;6,4701;0,00216818;20,5308;0,0118281;12,6055;0,00904493;19,3543;0,00973782;2,32193;0,00122699;2,45441;0,00139416
709,2;53,2974;0,0360694;48,2134;0,0324729;5,82898;0,00175408;6,47028;0,00216233;20,5318;0,0118314;12,6064;0,00902583;19,3552;0,00973388;2,32205;0,00122761;2,45454;0,00139262
709,3;53,3009;0,035931;48,2164;0,0322972;5,82915;0,00174267;6,47046;0,00215612;20,5329;0,0118312;12,6072;0,00900561;19,3561;0,00972816;2,32217;0,00122827;2,45468;0,00139091
709,4;53,3044;0,0357887;48,2195;0,0321101;5,82931;0,0017311;6,47065;0,00214967;20,534;0,0118278;12,6081;0,00898435;19,357;0,00972057;2,32229;0,001229;2,45481;0,001389
709,5;53,308;0,0356443;48,2226;0,0319115;5,82948;0,00171945;6,47084;0,00214309;20,5351;0,0118214;12,609;0,00896215;19,358;0,00971097;2,32241;0,00122982;2,45495;0,00138688
709,6;53,3116;0,0354995;48,2257;0,0317012;5,82965;0,00170779;6,47103;0,00213649;20,5362;0,0118124;12,6099;0,0089391;19,3589;0,00969926;2,32252;0,00123076;2,45508;0,00138452
709,7;53,3153;0,035356;48,2288;0,0314792;5,82982;0,0016962;6,47123;0,00212997;20,5373;0,0118011;12,6109;0,0089153;19,3598;0,00968533;2,32264;0,00123183;2,45522;0,00138191
709,8;53,319;0,0352155;48,232;0,0312453;5,82998;0,00168475;6,47143;0,00212365;20,5385;0,0117877;12,6118;0,00889082;19,3608;0,00966907;2,32275;0,00123307;2,45536;0,00137903
709,9;53,3228;0,0350798;48,2352;0,0309993;5,83015;0,00167353;6,47163;0,00211764;20,5396;0,0117725;12,6127;0,00886576;19,3617;0,00965036;2,32287;0,0012345;2,45549;0,00137585
710;53,3266;0,0349505;48,2383;0,0307412;5,83032;0,00166261;6,47183;0,00211204;20,5408;0,0117559;12,6137;0,00884022;19,3627;0,0096291;2,32298;0,00123614;2,45563;0,00137237
710,1;53,3305;0,0348293;48,2415;0,0304708;5,83048;0,00165206;6,47204;0,00210697;20,542;0,0117381;12,6146;0,00881431;19,3637;0,00960524;2,32309;0,00123801;2,45577;0,00136856
710,2;53,3344;0,0347169;48,2447;0,0301891;5,83064;0,00164197;6,47225;0,00210249;20,5432;0,0117195;12,6156;0,00878828;19,3647;0,00957911;2,3232;0,0012401;2,45591;0,00136444
710,3;53,3383;0,0346132;48,2479;0,0298978;5,8308;0,00163243;6,47246;0,00209861;20,5444;0,0117006;12,6165;0,00876248;19,3657;0,00955143;2,32331;0,00124239;2,45605;0,00136007
710,4;53,3423;0,0345182;48,2511;0,0295985;5,83096;0,00162352;6,47267;0,00209534;20,5456;0,011682;12,6175;0,00873732;19,3667;0,00952297;2,32343;0,00124483;2,45619;0,00135552
710,5;53,3463;0,0344316;48,2542;0,0292932;5,83112;0,00161533;6,47288;0,00209272;20,5468;0,011664;12,6184;0,0087132;19,3677;0,0094945;2,32354;0,0012474;2,45633;0,00135083
710,6;53,3502;0,0343533;48,2573;0,0289836;5,83128;0,00160795;6,47308;0,00209074;20,548;0,0116471;12,6194;0,00869051;19,3687;0,00946681;2,32365;0,00125006;2,45647;0,00134608
710,7;53,3542;0,0342831;48,2603;0,0286715;5,83143;0,00160148;6,47329;0,00208942;20,5492;0,011632;12,6203;0,00866964;19,3698;0,00944066;2,32376;0,00125277;2,45661;0,00134132
710,8;53,3581;0,0342208;48,2633;0,0283588;5,83159;0,00159599;6,4735;0,00208878;20,5504;0,0116189;12,6213;0,00865099;19,3708;0,00941685;2,32387;0,0012555;2,45675;0,00133661
710,9;53,3619;0,0341663;48,2662;0,0280473;5,83174;0,00159159;6,47371;0,00208882;20,5515;0,0116085;12,6222;0,00863495;19,3718;0,00939615;2,32399;0,00125821;2,45689;0,00133201
711;53,3658;0,0341193;48,2689;0,0277387;5,83189;0,00158835;6,47391;0,00208957;20,5527;0,0116012;12,6231;0,00862193;19,3728;0,00937933;2,3241;0,00126086;2,45703;0,00132759
711,1;53,3695;0,0340799;48,2716;0,0274348;5,83204;0,00158635;6,47412;0,00209104;20,5539;0,0115975;12,6241;0,00861226;19,3739;0,00936711;2,32422;0,00126343;2,45716;0,00132339
711,2;53,3733;0,0340479;48,2742;0,027137;5,8322;0,00158561;6,47432;0,0020932;20,5551;0,0115975;12,625;0,00860601;19,3749;0,00935979;2,32433;0,0012659;2,4573;0,00131946
711,3;53,377;0,0340239;48,2767;0,0268465;5,83235;0,00158608;6,47452;0,00209602;20,5562;0,0116013;12,6259;0,008603;19,3759;0,00935734;2,32445;0,00126828;2,45744;0,00131578
711,4;53,3806;0,0340082;48,2792;0,0265643;5,8325;0,0015877;6,47472;0,00209946;20,5574;0,0116087;12,6268;0,00860299;19,3769;0,00935964;2,32457;0,00127059;2,45757;0,00131236
711,5;53,3843;0,0340012;48,2816;0,0262914;5,83265;0,0015904;6,47492;0,00210347;20,5585;0,0116196;12,6277;0,00860572;19,3779;0,00936654;2,32469;0,00127285;2,4577;0,0013092
711,6;53,3879;0,0340032;48,284;0,0260288;5,83281;0,00159414;6,47513;0,00210802;20,5597;0,0116341;12,6286;0,00861097;19,379;0,00937794;2,32481;0,00127505;2,45784;0,00130629
711,7;53,3916;0,0340146;48,2864;0,0257777;5,83297;0,00159884;6,47534;0,00211306;20,5609;0,0116519;12,6295;0,00861847;19,38;0,00939371;2,32493;0,00127723;2,45797;0,00130364
711,8;53,3952;0,0340359;48,2889;0,0255391;5,83314;0,00160445;6,47555;0,00211855;20,5621;0,0116731;12,6304;0,008628;19,381;0,00941371;2,32505;0,00127939;2,45811;0,00130123
711,9;53,3989;0,0340673;48,2914;0,0253139;5,83331;0,0016109;6,47576;0,00212444;20,5633;0,0116975;12,6313;0,0086393;19,382;0,00943783;2,32518;0,00128155;2,45824;0,00129906
712;53,4027;0,0341093;48,294;0,0251032;5,83348;0,00161815;6,47599;0,00213069;20,5646;0,0117251;12,6322;0,00865214;19,3831;0,00946594;2,32531;0,00128371;2,45838;0,00129715
712,1;53,4065;0,0341622;48,2967;0,024908;5,83367;0,00162611;6,47621;0,00213727;20,5659;0,0117558;12,6331;0,00866628;19,3841;0,0094979;2,32544;0,00128591;2,45851;0,00129547
712,2;53,4103;0,0342254;48,2994;0,0247285;5,83385;0,00163474;6,47645;0,00214422;20,5672;0,0117895;12,634;0,0086816;19,3851;0,00953347;2,32557;0,00128814;2,45865;0,00129403
712,3;53,4141;0,0342979;48,3022;0,0245639;5,83404;0,00164398;6,47668;0,00215162;20,5685;0,0118262;12,6349;0,00869805;19,3861;0,00957231;2,3257;0,00129042;2,45879;0,00129285
712,4;53,418;0,0343784;48,3051;0,0244138;5,83424;0,00165375;6,47692;0,00215958;20,5698;0,0118658;12,6358;0,00871563;19,3872;0,00961409;2,32583;0,00129278;2,45892;0,00129193
712,5;53,4219;0,0344657;48,308;0,0242773;5,83443;0,00166399;6,47717;0,00216822;20,5712;0,0119084;12,6367;0,0087343;19,3882;0,00965844;2,32596;0,00129521;2,45906;0,00129127
712,6;53,4258;0,0345584;48,3109;0,0241538;5,83463;0,00167465;6,47742;0,00217762;20,5725;0,0119539;12,6376;0,00875406;19,3893;0,00970502;2,3261;0,00129773;2,4592;0,00129088
712,7;53,4297;0,0346554;48,3138;0,0240425;5,83482;0,00168566;6,47767;0,0021879;20,5739;0,0120023;12,6385;0,00877487;19,3903;0,00975348;2,32623;0,00130036;2,45934;0,00129077
712,8;53,4336;0,0347554;48,3167;0,0239429;5,83502;0,00169695;6,47792;0,00219917;20,5753;0,0120535;12,6395;0,00879672;19,3913;0,00980347;2,32636;0,00130312;2,45948;0,00129095
712,9;53,4374;0,0348571;48,3197;0,0238541;5,83521;0,00170846;6,47818;0,00221152;20,5767;0,0121076;12,6404;0,00881959;19,3924;0,00985464;2,3265;0,001306;2,45962;0,00129142
713;53,4412;0,0349592;48,3226;0,0237756;5,8354;0,00172014;6,47843;0,00222507;20,5781;0,0121644;12,6413;0,00884347;19,3934;0,00990664;2,32663;0,00130904;2,45976;0,00129219
713,1;53,4449;0,0350606;48,3254;0,0237065;5,83558;0,00173191;6,47869;0,0022399;20,5794;0,012224;12,6422;0,00886831;19,3944;0,00995914;2,32676;0,00131224;2,4599;0,00129327
713,2;53,4486;0,0351605;48,3282;0,0236462;5,83576;0,00174372;6,47894;0,00225596;20,5808;0,0122861;12,6431;0,00889402;19,3955;0,0100119;2,32689;0,00131561;2,46004;0,00129465
713,3;53,4523;0,0352587;48,331;0,0235937;5,83593;0,00175553;6,4792;0,00227307;20,5822;0,0123504;12,644;0,00892044;19,3965;0,010065;2,32702;0,00131917;2,46017;0,00129633
713,4;53,4559;0,0353547;48,3337;0,0235483;5,8361;0,00176727;6,47945;0,00229106;20,5835;0,0124165;12,6448;0,00894737;19,3975;0,0101182;2,32715;0,00132292;2,46031;0,0012983
713,5;53,4594;0,0354484;48,3363;0,0235091;5,83627;0,0017789;6,4797;0,00230971;20,5848;0,012484;12,6457;0,00897465;19,3985;0,0101716;2,32728;0,00132688;2,46045;0,00130055
713,6;53,4629;0,0355395;48,3389;0,0234753;5,83642;0,00179037;6,47994;0,00232884;20,5862;0,0125525;12,6466;0,00900208;19,3995;0,0102251;2,32741;0,00133107;2,46059;0,00130306
713,7;53,4662;0,0356277;48,3414;0,0234461;5,83658;0,00180163;6,48019;0,00234826;20,5875;0,0126216;12,6474;0,00902951;19,4005;0,0102786;2,32754;0,00133548;2,46072;0,00130584
713,8;53,4696;0,0357128;48,3439;0,0234205;5,83673;0,00181263;6,48042;0,00236776;20,5887;0,012691;12,6483;0,00905673;19,4015;0,0103322;2,32766;0,00134014;2,46085;0,00130886
713,9;53,4728;0,0357945;48,3462;0,0233979;5,83687;0,00182332;6,48065;0,00238715;20,59;0,0127602;12,6491;0,00908357;19,4024;0,0103857;2,32779;0,00134506;2,46098;0,00131212
714;53,476;0,0358725;48,3485;0,0233772;5,83701;0,00183365;6,48088;0,00240624;20,5912;0,0128289;12,6499;0,00910986;19,4034;0,0104391;2,32792;0,00135024;2,46111;0,00131562
714,1;53,479;0,0359466;48,3506;0,0233578;5,83714;0,00184357;6,4811;0,00242485;20,5924;0,0128967;12,6507;0,00913541;19,4043;0,0104924;2,32805;0,00135569;2,46124;0,00131933
714,2;53,482;0,0360161;48,3527;0,0233389;5,83727;0,00185308;6,48131;0,00244287;20,5936;0,0129633;12,6515;0,00916004;19,4052;0,0105454;2,32817;0,00136139;2,46137;0,00132324
714,3;53,485;0,03608;48,3547;0,0233201;5,8374;0,00186222;6,48151;0,00246025;20,5947;0,0130285;12,6523;0,00918356;19,4061;0,0105977;2,3283;0,00136729;2,46149;0,00132731
714,4;53,4879;0,0361374;48,3566;0,0233009;5,83752;0,00187104;6,48172;0,00247698;20,5959;0,0130922;12,653;0,00920579;19,4069;0,010649;2,32843;0,00137332;2,46161;0,0013315
714,5;53,4908;0,0361872;48,3584;0,0232807;5,83764;0,00187957;6,48191;0,00249303;20,597;0,013154;12,6538;0,00922655;19,4078;0,0106991;2,32856;0,00137942;2,46173;0,00133577
714,6;53,4936;0,0362285;48,3602;0,0232592;5,83776;0,00188785;6,48211;0,00250838;20,5981;0,0132139;12,6546;0,00924564;19,4086;0,0107475;2,32869;0,00138555;2,46185;0,00134008
714,7;53,4965;0,0362603;48,3619;0,0232358;5,83788;0,00189594;6,4823;0,002523;20,5992;0,0132716;12,6553;0,00926289;19,4094;0,010794;2,32882;0,00139163;2,46196;0,00134441
714,8;53,4994;0,0362814;48,3635;0,0232101;5,838;0,00190387;6,48249;0,00253687;20,6002;0,0133269;12,656;0,0092781;19,4102;0,0108382;2,32895;0,00139762;2,46208;0,0013487
714,9;53,5022;0,036291;48,3651;0,0231816;5,83812;0,00191168;6,48268;0,00254995;20,6013;0,0133797;12,6568;0,00929109;19,411;0,0108798;2,32909;0,00140344;2,46219;0,00135293
715;53,5052;0,0362881;48,3666;0,0231497;5,83824;0,00191943;6,48287;0,00256224;20,6024;0,0134297;12,6575;0,00930168;19,4118;0,0109185;2,32922;0,00140905;2,4623;0,00135705
715,1;53,5082;0,0362719;48,3681;0,0231143;5,83837;0,00192715;6,48306;0,00257372;20,6035;0,0134768;12,6582;0,00930974;19,4126;0,010954;2,32936;0,00141438;2,4624;0,00136103
715,2;53,5112;0,0362429;48,3696;0,0230757;5,8385;0,00193491;6,48325;0,00258445;20,6045;0,0135212;12,659;0,00931543;19,4134;0,0109864;2,3295;0,00141943;2,46251;0,00136488
715,3;53,5143;0,0362031;48,371;0,0230355;5,83863;0,00194277;6,48345;0,0025946;20,6056;0,0135635;12,6597;0,00931922;19,4142;0,0110163;2,32964;0,00142423;2,46261;0,00136862
715,4;53,5174;0,0361547;48,3724;0,0229952;5,83877;0,00195081;6,48364;0,00260433;20,6067;0,0136044;12,6605;0,00932162;19,415;0,0110441;2,32978;0,00142879;2,46272;0,0013723
715,5;53,5206;0,0360999;48,3738;0,0229564;5,83892;0,0019591;6,48384;0,0026138;20,6078;0,0136443;12,6613;0,00932316;19,4158;0,0110704;2,32992;0,00143316;2,46282;0,00137596
715,6;53,5238;0,0360407;48,3752;0,0229205;5,83907;0,00196772;6,48404;0,00262318;20,6089;0,013684;12,6621;0,00932434;19,4167;0,0110957;2,33006;0,00143736;2,46292;0,00137964
715,7;53,5271;0,0359794;48,3766;0,0228893;5,83922;0,00197674;6,48425;0,00263264;20,61;0,0137241;12,6629;0,0093257;19,4175;0,0111206;2,33021;0,00144143;2,46303;0,00138339
715,8;53,5303;0,0359181;48,3779;0,0228642;5,83938;0,00198623;6,48446;0,00264235;20,6112;0,0137652;12,6637;0,00932775;19,4184;0,0111457;2,33035;0,00144539;2,46313;0,00138723
715,9;53,5336;0,035859;48,3793;0,0228468;5,83955;0,00199626;6,48468;0,00265247;20,6124;0,013808;12,6645;0,009331;19,4193;0,0111714;2,33049;0,00144928;2,46324;0,00139122
716;53,537;0,0358043;48,3806;0,0228387;5,83973;0,00200692;6,4849;0,00266316;20,6136;0,013853;12,6654;0,00933598;19,4202;0,0111984;2,33064;0,00145314;2,46334;0,00139539
716,1;53,5403;0,0357559;48,382;0,0228411;5,83992;0,00201825;6,48513;0,00267458;20,6148;0,0139007;12,6663;0,00934315;19,4212;0,0112271;2,33078;0,00145698;2,46345;0,00139978
716,2;53,5437;0,0357146;48,3834;0,0228542;5,84011;0,00203023;6,48536;0,00268676;20,6161;0,0139514;12,6672;0,00935268;19,4222;0,0112579;2,33092;0,00146083;2,46356;0,00140441
716,3;53,5471;0,0356803;48,3849;0,0228767;5,84032;0,00204276;6,4856;0,00269961;20,6174;0,0140046;12,6682;0,00936446;19,4232;0,0112906;2,33107;0,00146467;2,46368;0,00140925
716,4;53,5506;0,0356523;48,3863;0,0229072;5,84053;0,00205571;6,48585;0,00271305;20,6187;0,0140599;12,6692;0,00937833;19,4243;0,0113254;2,33121;0,00146849;2,46379;0,0014143
716,5;53,554;0,0356303;48,3878;0,0229443;5,84074;0,00206897;6,4861;0,00272697;20,62;0,0141168;12,6701;0,00939412;19,4254;0,0113622;2,33136;0,00147229;2,46391;0,00141953
716,6;53,5575;0,0356138;48,3893;0,0229863;5,84096;0,00208241;6,48636;0,00274127;20,6214;0,014175;12,6711;0,00941167;19,4265;0,0114009;2,3315;0,00147606;2,46403;0,00142493
716,7;53,5611;0,0356022;48,3909;0,023032;5,84119;0,00209591;6,48662;0,00275585;20,6227;0,014234;12,6721;0,0094308;19,4277;0,0114416;2,33165;0,00147978;2,46415;0,00143049
716,8;53,5646;0,0355951;48,3925;0,0230799;5,84142;0,00210935;6,48689;0,00277062;20,6241;0,0142934;12,6732;0,00945135;19,4289;0,0114843;2,33179;0,00148346;2,46427;0,00143618
716,9;53,5682;0,035592;48,3941;0,0231284;5,84166;0,00212261;6,48716;0,00278547;20,6255;0,0143527;12,6742;0,00947315;19,4301;0,0115288;2,33194;0,00148708;2,46439;0,00144199
717;53,5718;0,0355924;48,3958;0,0231761;5,8419;0,00213557;6,48744;0,00280031;20,627;0,0144115;12,6752;0,00949604;19,4313;0,0115754;2,33209;0,00149063;2,46452;0,00144791
717,1;53,5754;0,035596;48,3976;0,0232219;5,84214;0,00214812;6,48773;0,00281504;20,6284;0,0144694;12,6762;0,00951985;19,4325;0,0116237;2,33224;0,0014941;2,46464;0,00145391
717,2;53,5791;0,0356027;48,3994;0,0232657;5,84238;0,00216027;6,48802;0,00282961;20,6298;0,0145263;12,6772;0,00954447;19,4338;0,011674;2,33239;0,00149752;2,46477;0,00145999
717,3;53,5828;0,035613;48,4012;0,0233087;5,84263;0,00217214;6,48831;0,00284401;20,6313;0,0145823;12,6782;0,00956981;19,4351;0,0117259;2,33254;0,00150091;2,4649;0,00146612
717,4;53,5865;0,0356273;48,4032;0,0233524;5,84288;0,00218387;6,48862;0,00285822;20,6328;0,0146376;12,6792;0,00959578;19,4363;0,0117794;2,33269;0,00150432;2,46503;0,0014723
717,5;53,5903;0,0356461;48,4051;0,0233981;5,84313;0,00219558;6,48892;0,00287223;20,6343;0,0146923;12,6802;0,00962232;19,4376;0,0118345;2,33284;0,00150777;2,46516;0,00147851
717,6;53,594;0,03567;48,4071;0,0234474;5,84339;0,00220742;6,48923;0,00288604;20,6358;0,0147466;12,6812;0,00964935;19,4389;0,0118909;2,333;0,00151132;2,4653;0,00148474
717,7;53,5978;0,0356994;48,4092;0,0235017;5,84365;0,00221952;6,48955;0,00289963;20,6373;0,0148007;12,6822;0,00967678;19,4402;0,0119486;2,33315;0,001515;2,46543;0,00149098
717,8;53,6017;0,0357349;48,4114;0,0235625;5,8439;0,00223202;6,48987;0,002913;20,6388;0,0148548;12,6832;0,00970455;19,4416;0,0120074;2,33331;0,00151884;2,46557;0,00149721
717,9;53,6055;0,0357769;48,4135;0,0236311;5,84416;0,00224505;6,4902;0,00292613;20,6404;0,014909;12,6842;0,00973256;19,4429;0,0120673;2,33347;0,00152288;2,46571;0,00150342
718;53,6094;0,0358259;48,4158;0,023709;5,84442;0,00225875;6,49054;0,00293902;20,6419;0,0149636;12,6852;0,00976075;19,4443;0,0121281;2,33363;0,00152717;2,46586;0,00150959
718,1;53,6134;0,0358824;48,4181;0,0237976;5,84469;0,00227324;6,49088;0,00295166;20,6435;0,0150186;12,6862;0,00978907;19,4456;0,0121897;2,33379;0,00153173;2,466;0,00151572
